id,wordEn,pos,cefrLevel,fromOxford,rank,frequency,difficultyScore,phoneticUs,phoneticUk,phoneticAr,translit,syllabify,definitionEn,definitionAr,usageNote,category,primarySense,semanticTags,register,mnemonicAr,examples,collocations,synonyms,antonyms,relatedWords,wordFamily,arabicAr,frenchFr,germanDe,spanishEs,chineseZh,russianRu,portuguesePt,japaneseJa,italianIt,turkishTr,unitId,stratum,in_ielts
6639,converse,adj,C2,0,6639,5,8,kənˈvɜːrs,kənˈvɜːs,كَنفِيرْس,Al-Taḥadduth / Maqlūb / Mukhālif,con•verse,"Opposite or contrary in direction, action, or sequence.",حاجة عكس حاجة تانية تمامًا، أو المقابل ليها.,"Distinguish from the verb 'converse' (to talk). As an adjective, stress is often on the second syllable, but noun 'converse' stress is on first.",Social Life & Communication,Relation,"[""#Logic"", ""#Opposite"", ""#Debate""]",Formal,كلمة 'Verse' يعني بيت شعر.. 'Converse' يعني البيت المقلوب أو العكس.,"{""A1"": ""They have opposite views."", ""A2"": ""The converse is also true."", ""B1"": ""He holds the converse opinion to mine."", ""B2"": ""High speed increases risk; the converse effect is safety at low speeds."", ""C1"": ""However, the converse argument is equally valid."", ""C2"": ""In logic, if a proposition is true, its converse is not necessarily true.""}","[""converse opinion"", ""converse effect"", ""hold the converse"", ""converse statement""]","[""opposite"", ""reverse"", ""contrary"", ""counter""]","[""same"", ""identical"", ""similar""]","{""en"": [""conversation"", ""convert"", ""reverse"", ""inverse""], ""ar"": [""محادثة"", ""يحول"", ""عكس"", ""مقلوب""]}","{""noun"": ""converse"", ""verb"": ""converse"", ""adj"": ""converse"", ""adv"": ""conversely""}",التحدث / مقلوب / مخالف,inverse,gegenteilig,opuesto,相反的 (Xiāngfǎn de),обратный,oposto,逆の (Gyaku no),opposto,zıt,C2_01,CEFR_C2,True
6988,homogeneous,adj,C2,0,6988,5,10,ˌhoʊməˈdʒiːniəs,ˌhɒməˈdʒiːniəs,هُومُجِينِيَس,Mutajānis,ho•mo•ge•neous,Of the same kind; alike.,حاجات شبه بعض جداً أو من نفس النوع، مفيش بينهم اختلاف كبير 'متجانس'.,Opposite of 'heterogeneous'. Common in science and sociology.,General / Common,Attribute,"[""#Science"", ""#Similarity"", ""#Types"", ""#Structure""]",Formal,'Homo' يعني 'نفس' و 'Gen' يعني 'نوع'.. يعني من نفس النوع.,"{""A1"": ""The milk is homogeneous."", ""A2"": ""They are a homogeneous group."", ""B1"": ""The society is culturally homogeneous."", ""B2"": ""A homogeneous mixture has a uniform composition."", ""C1"": ""Small towns tend to be more homogeneous than cities."", ""C2"": ""The goal was to create a homogeneous society with shared values.""}","[""homogeneous group"", ""homogeneous society"", ""culturally homogeneous"", ""homogeneous mixture""]","[""uniform"", ""identical"", ""similar"", ""consistent""]","[""heterogeneous"", ""diverse"", ""varied""]","{""en"": [""homogeneity"", ""homogenize"", ""same"", ""uniform""], ""ar"": [""تجانس"", ""يوحد"", ""نفس""]}","{""noun"": ""homogeneity"", ""verb"": ""homogenize"", ""adj"": ""homogeneous"", ""adv"": ""homogeneously""}",متجانس,homogène,homogen,homogéneo,同类的 (Tónglèi de),однородный,homogêneo,均質な (Kinshitsu na),omogeneo,homojen,C2_02,CEFR_C2,False
6798,resent,verb,C2,0,6798,5,9,rɪˈzɛnt,,رِيْزَنْت,Mustā' / Ista'a,re•sent,"To feel bitterness or indignation at a circumstance, action, or person.",إنك تحس بمرارة أو زعل مكتوم ناحية حد أو حاجة عشان حاسس إنك اتظلمت أو إن الوضع مش عادل.,"Unlike 'hate', 'resent' specifically implies a feeling of unfair treatment or a grudge held over time.",Feelings & Emotions,Emotion,"[""#Bitterness"", ""#Grudge"", ""#Conflict"", ""#Anger""]",Neutral,كلمة 'Resent' بتفكرنا بـ 'Re-sent'.. كأنك بعت 'Sent' الإيميل الغلط تاني 'Re' فمديرك اتضايق وحس بـ 'Resentment'.,"{""A1"": ""I do not resent him."", ""A2"": ""She resents being treated like a child."", ""B1"": ""He began to resent the time his job took from his family."", ""B2"": ""Employees may resent the new policies if they are not explained well."", ""C1"": ""The local residents deeply resent the construction of the new highway."", ""C2"": ""It is futile to resent the inevitable changes that come with aging.""}","[""bitterly resent"", ""deeply resent"", ""resent the implication""]","[""begrudge"", ""grudge"", ""dislike"", ""be annoyed by""]","[""welcome"", ""like"", ""appreciate""]","{""en"": [""resentment"", ""resentful"", ""bitterness"", ""indignation""], ""ar"": [""استياء"", ""ممتعض"", ""مرارة"", ""سخط""]}","{""noun"": ""resentment"", ""verb"": ""resent"", ""adj"": ""resentful"", ""adv"": ""resentfully""}",مستاء / استاء,en vouloir à,übelnehmen,resentir,怨恨 (Yuànhèn),возмущаться,ressentir-se,憤慨する (Fungai suru),risentirsi,alınmak,C2_02,CEFR_C2,True
4533,affecting,adj,C2,0,4533,4,10,əˈfɛktɪŋ,əˈfektɪŋ,أَفِكْتِنْج,Mu'athir,af•fect•ing,Causing strong emotions; moving or touching.,مؤثر جداً وبيحرك المشاعر، زي فيلم حزين أو قصة تلمس القلب.,Don't confuse with 'effecting' (bringing about). 'Affecting' is about emotions.,Actions & Processes,Attribute,"[""#Emotional"", ""#Touching"", ""#Sad"", ""#Moving""]",Neutral,جاية من 'Affect' 'يؤثر'.. حاجة 'Affecting' يعني بتأثر في مشاعرك.,"{""A1"": ""The story was affecting."", ""A2"": ""It was a highly affecting movie."", ""B1"": ""She wrote an affecting letter to her family."", ""B2"": ""The scene was deeply affecting to everyone watching."", ""C1"": ""He gave an affecting account of his time in the war."", ""C2"": ""The novel's affecting conclusion left the readers in tears.""}","[""deeply affecting"", ""affecting story"", ""affecting scene"", ""most affecting""]","[""moving"", ""touching"", ""poignant"", ""emotional""]","[""uninspiring"", ""boring""]","{""en"": [""affect"", ""affection"", ""effect"", ""emotion""], ""ar"": [""يؤثر"", ""عاطفة"", ""تأثير"", ""شعور""]}","{""noun"": ""affect"", ""verb"": ""affect"", ""adj"": ""affecting"", ""adv"": ""affectingly""}",مؤثر / محرك للمشاعر,émouvant,bewegend,conmovedor,动人的 (Dòngrén de),трогательный,comovente,感動的な (Kandō-teki na),commovente,dokunaklı,C2_01,CEFR_C2,False
6897,proprietor,noun,C2,0,6897,5,9,prəˈpraɪətər,prəˈpraɪətə,بْرَايَتَر,Malik,pro•pri•etor,"The owner of a business, or a holder of property.",صاحب الشغل أو المحل اللي بيمتلكه وبيديره بنفسه.,More formal than 'owner'. Often implies a sole owner of a small business.,General / Common,Person,"[""#Owner"", ""#Business"", ""#Property"", ""#Title""]",Formal,جاي من 'Property' 'ممتلكات'.. الـ 'Proprietor' هو صاحب الـ 'Property'.,"{""A1"": ""He is the proprietor."", ""A2"": ""The proprietor opened the shop."", ""B1"": ""I spoke to the proprietor about the bill."", ""B2"": ""The hotel proprietor was very welcoming."", ""C1"": ""As the sole proprietor, he is responsible for all debts."", ""C2"": ""The landed proprietors of the 19th century held immense political power.""}","[""sole proprietor"", ""hotel proprietor"", ""registered proprietor"", ""landed proprietor""]","[""owner"", ""possessor"", ""holder"", ""landlord""]","[""tenant"", ""employee"", ""customer""]","{""en"": [""property"", ""proprietary"", ""own"", ""possess""], ""ar"": [""ممتلكات"", ""ملكي"", ""يملك"", ""يحوز""]}","{""noun"":""proprietor"",""adj"":""proprietary"",""adv"":""proprietarily""}",مالك,propriétaire,Eigentümer,propietario,业主 (Yèzhǔ),собственник,proprietário,所有者 (Shoyūsha),proprietario,sahip,C2_02,CEFR_C2,False
7228,pretence,noun,C2,0,7228,6,9,ˈpriː.tɛns,prɪˈtens,بْرِتَنْس,Iddi'a / Tazahur,pre•tence,An attempt to make something that is not the case appear true.,تظاهر أو ادعاء، إنك تعمل نفسك بتعمل حاجة أو حاسس بحاجة وإنت في الحقيقة لأ.,Spelled 'pretense' in US English. Often used with 'false'.,General / Common,Action,"[""#Deception"", ""#Behavior"", ""#Psychology"", ""#Lie""]",Neutral,جاية من 'Pretend' 'يمثل/يتظاهر'.. الـ 'Pretence' هو التمثيلية نفسها.,"{""A1"": ""It was just a pretence."", ""A2"": ""He made a pretence of working."", ""B1"": ""She dropped the pretence of friendship."", ""B2"": ""We kept up the pretence that everything was fine."", ""C1"": ""His anger was a pretence to hide his fear."", ""C2"": ""They abandoned any pretence of neutrality.""}","[""false pretence"", ""under the pretence"", ""keep up the pretence"", ""make a pretence""]","[""sham"", ""charade"", ""guise"", ""pretext""]","[""reality"", ""truth"", ""honesty""]","{""en"": [""pretend"", ""fake"", ""lie"", ""act""], ""ar"": [""يتظاهر"", ""مزيف"", ""كذب"", ""تمثيل""]}","{""noun"": ""pretence"", ""verb"": ""pretend"", ""adj"": ""pretentious"", ""adv"": ""pretentiously""}",ادعاء / تظاهر,prétention,Vortäuschung,fingimiento,假装 (Jiǎzhuāng),притворство,fingimento,見せかけ (Misekake),finzione,bahane,C2_04,CEFR_C2,False
7123,incessant,adj,C2,0,7123,5,9,ɪnˈsesnt,ɪnˈsesnt,إنْسِيسَنت,Mutawāṣil,in•ces•sant,Continuing without pause or interruption (usually something unpleasant).,حاجة مستمرة مش بتقف ولا بتفصل، وغالباً بتكون حاجة مزعجة زي دوشة أو مطر.,"Has a negative connotation (noise, rain, chatter). Use 'continuous' for neutral contexts.",General / Common,Time,"[""#Time"", ""#Annoyance"", ""#Continuity""]",Neutral,كلمة 'Cease' يعني يتوقف.. 'In-cessant' يعني لا يتوقف.,"{""A1"": ""The noise never stops."", ""A2"": ""The incessant rain spoiled our picnic."", ""B1"": ""I am tired of his incessant complaining."", ""B2"": ""The incessant noise of the traffic kept me awake."", ""C1"": ""They faced incessant demands from the customers."", ""C2"": ""The incessant chatter of the monkeys echoed through the jungle.""}","[""incessant rain"", ""incessant noise"", ""incessant chatter"", ""incessant demands""]","[""constant"", ""ceaseless"", ""unending"", ""perpetual""]","[""intermittent"", ""occasional"", ""sporadic""]","{""en"": [""cease"", ""cessation"", ""constant"", ""continuous""], ""ar"": [""يتوقف"", ""توقف"", ""ثابت"", ""مستمر""]}","{""noun"":""incessancy"",""adj"":""incessant"",""adv"":""incessantly""}",متواصل,incessant,unaufhörlich,incesante,不断的 (Bùduàn de),непрерывный,incessante,絶え間ない (Taemanai),incessante,aralıksız,C2_03,CEFR_C2,False
6851,ingenious,adj,C2,0,6851,5,9,ɪnˈdʒiːniəs,ɪnˈdʒiːniəs,إِنْجِينِيَس,‘Abqarī,in•ge•nious,"Clever, original, and inventive.",شخص ذكي ومبتكر جداً، أو فكرة عبقرية وجديدة.,Don't confuse with 'ingenuous' (innocent/naive). 'Ingenious' is about genius.,General / Common,Attribute,"[""#Smart"", ""#Creativity"", ""#Innovation""]",Neutral,فيها كلمة 'Genius' 'عبقري'.. الـ 'Ingenious' هو الشخص العبقري أو الفكرة العبقرية.,"{""A1"": ""It is a clever idea."", ""A2"": ""He found an ingenious way to fix it."", ""B1"": ""The device is simple but ingenious."", ""B2"": ""She is an ingenious cook who creates new recipes."", ""C1"": ""The engineer came up with an ingenious solution to the problem."", ""C2"": ""His ingenious plot twists kept the readers guessing until the end.""}","[""ingenious idea"", ""ingenious solution"", ""ingenious device"", ""ingenious mind""]","[""inventive"", ""creative"", ""brilliant"", ""resourceful""]","[""unimaginative"", ""dull"", ""clumsy""]","{""en"": [""genius"", ""engine"", ""invent"", ""clever""], ""ar"": [""عبقري"", ""محرك"", ""يخترع"", ""ذكي""]}","{""noun"":""ingenuity"",""adj"":""ingenious"",""adv"":""ingeniously""}",عبقري / مبتكر,ingénieux,genial,ingenioso,独创的 (Dúchuàng de),изобретательный,engenhoso,独創的な (Dokusōteki na),ingegnoso,dahice,C2_02,CEFR_C2,False
6917,gastric,adj,C2,0,6917,5,8,ˈɡæstrɪk,,جَاسْتْرِك,Maʿidī,gas•tric,Relating to the stomach.,صفة طبية معناها 'مَعِدِيّ' يعني خاص بالمعدة.,"Medical term. Common in 'gastric juices', 'gastric flu', 'gastric bypass'.",General / Common,Attribute,"[""#Medical"", ""#Stomach"", ""#Body""]",Formal,كلمة 'Gas' 'غاز'.. لما بطنك توجعك بيبقى فيها 'Gas' في منطقة الـ 'Gastric' 'المعدة'.,"{""A1"": ""He has gastric pain."", ""A2"": ""The doctor checked his gastric health."", ""B1"": ""Gastric juices help digest food."", ""B2"": ""She suffered from a gastric ulcer."", ""C1"": ""He underwent gastric bypass surgery for weight loss."", ""C2"": ""The study focused on gastric motility disorders.""}","[""gastric juice"", ""gastric ulcer"", ""gastric bypass""]","[""stomach"", ""abdominal"", ""intestinal""]",[],"{""en"": [""stomach"", ""digestion"", ""gut""], ""ar"": [""معدة"", ""هضم"", ""أمعاء""]}","{""noun"":""gastritis""}",معدي (خاص بالمعدة),gastrique,Magen-,gástrico,胃的 (Wèi de),желудочный,gástrico,胃の (I no),gastrico,mide ile ilgili,C2_02,CEFR_C2,False
6374,nominal,adj,C2,0,6374,5,8,ˈnɑːmɪnl,ˈnɒmɪnl,نَامِنَل,Suri / Ramzi / Ismi,nom•i•nal,Existing in name only; or representing a very small amount.,حاجة موجودة بالاسم بس ومش حقيقية، أو مبلغ مالي صغير جداً ورمزي.,Often used in finance (nominal fee) or politics (nominal leader).,Social Life & Communication,Attribute,"[""#Finance"", ""#Status"", ""#Value"", ""#Formal""]",Formal,جاية من 'Name' 'اسم'.. يعني حاجة 'Nominal' هي مجرد اسم 'Name' من غير قيمة حقيقية.,"{""A1"": ""The fee is nominal."", ""A2"": ""He is the nominal head of the club."", ""B1"": ""They charge a nominal rent for the building."", ""B2"": ""The difference between the two products is only nominal."", ""C1"": ""Despite his title, he retains only nominal power within the organization."", ""C2"": ""The nominal GDP does not account for inflation, unlike real GDP.""}","[""nominal fee"", ""nominal value"", ""nominal head"", ""nominal interest""]","[""token"", ""titular"", ""symbolic"", ""minimal""]","[""real"", ""actual"", ""substantial""]","{""en"": [""name"", ""nominate"", ""symbol"", ""minimum""], ""ar"": [""اسم"", ""يرشح"", ""رمز"", ""حد أدنى""]}","{""noun"":""nominalism"",""adj"":""nominal"",""adv"":""nominally""}",اسمي / رمزي,nominal,nominell,nominal,名义上的 (Míngyì shàng de),номинальный,nominal,名ばかりの (Nabakari no),nominale,sembolik,C2_01,CEFR_C2,False
7063,parentheses,noun,C2,0,7063,5,9,pəˈrɛnθəsiːz,pəˈrenθəsiːz,بَرَنْثِسِيز,Aqwas,paren•the•ses,A pair of marks ( ) used to enclose extra information.,الأقواس الهلالية ' ' اللي بنكتب جواها كلام توضيحي زيادة.,Plural form (singular: parenthesis). UK English often calls them 'brackets'.,Social Life & Communication,Tool,"[""#Punctuation"", ""#Writing"", ""#Grammar"", ""#Symbol""]",Neutral,الكلمة طويلة وفيها 'Thesis'.. الأقواس بنحط فيها كلام زيادة عن الـ 'Thesis' 'الموضوع' الأصلي.,"{""A1"": ""Put the word in parentheses."", ""A2"": ""Read the text inside the parentheses."", ""B1"": ""Use parentheses to add extra details."", ""B2"": ""The date is shown in parentheses."", ""C1"": ""Avoid using too many parentheses in formal writing."", ""C2"": ""The author's use of parentheses creates a conversational tone.""}","[""in parentheses"", ""close parentheses"", ""open parentheses""]","[""brackets"", ""round brackets""]",[],"{""en"": [""bracket"", ""punctuation"", ""dash"", ""comma""], ""ar"": [""قوس"", ""ترقيم"", ""شرطة"", ""فاصلة""]}","{""noun"":""parenthesis"",""adj"":""parenthetical""}",أقواس / بين قوسين,parenthèses,Klammern,paréntesis,括号 (Kuòhào),круглые скобки,parênteses,括弧 (Kakko),parentesi,parantez,C2_03,CEFR_C2,False
6223,negligence,noun,C2,0,6223,5,9,ˈnɛɡlɪdʒəns,ˈneɡlɪdʒəns,نِجْلِجَنس,Al-Ihmāl / Ihmāl,neg•li•gence,"Failure to take proper care in doing something, often resulting in damage or injury.",لما حد يكسّل أو يطنش يعمل واجبه أو ياخد باله من حاجة مهمة، وده ممكن يسبب مشاكل أو أضرار.,Commonly used in legal and professional contexts regarding duty of care.,Actions & Processes,Action,"[""#Law"", ""#Mistake"", ""#Responsibility"", ""#Failure""]",Formal,اربطها بكلمة 'Neglect' يعني تجاهل.. لما تعمل 'Negligence' بتبقى أهملت واجبك.,"{""A1"": ""The fire was caused by negligence."", ""A2"": ""His negligence caused a big problem at school."", ""B1"": ""The driver admitted negligence after the accident."", ""B2"": ""Medical negligence can lead to serious health complications."", ""C1"": ""The company was sued for gross negligence regarding safety standards."", ""C2"": ""The jury found the defendant guilty of criminal negligence resulting in manslaughter.""}","[""gross negligence"", ""medical negligence"", ""contributory negligence"", ""admit negligence""]","[""carelessness"", ""neglect"", ""laxity"", ""irresponsibility"", ""inattention""]","[""care"", ""diligence"", ""attention""]","{""en"": [""neglect"", ""negligent"", ""negligible""], ""ar"": [""إهمال"", ""مُهمل"", ""ضئيل""]}","{""noun"": ""negligence"", ""verb"": ""neglect"", ""adj"": ""negligent"", ""adv"": ""negligently""}",الإهمال / إهمال,négligence,Fahrlässigkeit,negligencia,疏忽 (Shūhū),халатность,negligência,過失 (Kashitsu),negligenza,ihmal,C2_01,CEFR_C2,False
